Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2022,31,158,75,155,70,H,0,24,54,10,24,17,27,12,33,12,21,6,4,22,18,53,7,21,27,32,5,23,8,11,12,1,23
2022,34,155,69,158,60,N,0,26,50,5,15,12,14,6,28,19,17,9,9,14,19,67,8,26,14,17,19,19,12,14,12,2,15
2022,2,155,70,37,67,H,0,28,62,8,18,6,12,12,29,13,11,4,4,18,20,58,10,32,17,22,11,24,14,12,4,4,13
2022,3,183,73,155,70,A,0,30,59,8,19,5,8,9,26,24,21,6,4,12,26,56,6,23,12,18,6,21,14,16,14,3,13
2022,4,85,59,155,54,H,0,22,55,6,22,9,16,15,27,15,15,8,9,16,16,55,9,26,13,20,15,23,6,13,8,4,14
2022,5,155,90,57,87,N,1,30,60,9,18,21,29,7,28,11,10,6,3,21,31,65,5,21,20,24,8,25,9,13,1,2,22
2022,6,184,68,155,67,N,0,24,65,4,18,16,22,20,33,13,16,2,1,16,25,61,6,26,11,20,7,26,7,9,8,3,18
2022,7,56,68,155,64,N,0,24,53,12,34,8,12,7,27,13,16,5,5,15,20,54,5,19,19,24,9,23,10,10,9,1,14
2022,8,79,81,155,77,H,0,29,66,12,25,11,16,14,25,21,16,13,1,14,28,54,6,14,15,17,3,25,10,19,8,4,17
2022,9,155,85,168,64,H,0,33,58,11,27,8,11,2,26,28,7,4,3,15,22,60,7,24,13,16,13,25,15,14,5,1,11
2022,10,79,86,155,72,A,0,32,62,10,27,12,15,10,30,21,18,7,7,20,24,60,7,18,17,24,8,21,13,13,13,8,18
2022,18,155,68,53,67,A,0,25,54,7,23,11,15,4,26,15,8,7,3,13,22,58,10,30,13,15,10,28,12,12,6,5,16
2022,20,46,68,155,66,H,0,23,60,12,34,10,15,13,26,14,14,6,5,14,26,59,5,25,9,10,7,26,11,12,11,3,13
2022,21,155,97,157,63,H,0,35,58,14,22,13,17,7,24,20,7,10,3,18,19,46,8,24,17,25,8,18,16,16,1,3,16
2022,22,155,67,53,66,H,0,23,59,7,19,14,22,9,22,12,9,8,5,8,26,57,12,32,2,3,8,29,15,19,6,5,19
2022,30,155,82,46,67,H,0,28,58,11,29,15,17,7,26,14,10,5,1,13,23,62,8,31,13,18,14,25,15,12,7,3,15
2022,2,157,82,167,75,H,0,27,58,10,23,18,22,12,24,17,16,8,4,12,30,64,10,27,5,10,13,20,19,16,8,4,20
2022,3,185,59,157,58,A,0,24,49,9,27,2,3,7,27,13,19,3,3,13,22,59,7,22,7,8,10,17,7,8,6,1,11
2022,4,157,64,186,58,H,0,21,54,6,23,16,20,12,22,8,11,8,0,14,22,51,10,24,4,11,11,23,10,15,7,2,19
2022,5,157,77,35,71,A,0,29,59,7,19,12,13,10,18,13,9,7,2,18,24,46,6,15,17,23,7,20,11,15,5,9,16
2022,6,187,72,157,58,N,0,28,63,7,27,9,12,15,30,13,10,0,1,14,24,60,4,16,6,8,7,22,7,8,6,1,14
2022,7,157,77,61,63,H,0,32,58,6,19,7,12,8,26,20,12,6,2,14,22,52,5,23,14,18,5,21,11,16,8,2,16
2022,8,20,87,157,80,H,0,26,55,19,41,16,19,8,24,16,13,8,4,10,31,65,12,24,6,9,10,22,13,10,8,0,14
2022,9,1129,63,157,58,H,0,23,45,9,22,8,16,9,25,16,24,6,4,12,24,58,6,19,4,4,6,15,12,14,9,1,17
2022,10,7,60,157,55,A,0,22,48,6,19,10,15,10,30,12,22,6,3,12,23,54,3,16,6,11,5,20,8,13,12,5,13
2022,11,157,69,188,65,H,0,22,47,7,14,18,24,6,25,11,9,6,4,8,23,57,15,34,4,7,9,22,18,11,6,4,18
2022,12,157,83,168,62,H,0,28,54,9,19,18,21,11,26,15,16,8,5,16,24,62,8,22,6,10,14,17,11,14,10,5,18
2022,24,53,58,157,48,H,0,19,59,8,28,12,19,12,28,10,10,9,9,16,17,52,4,18,10,18,11,31,5,17,6,0,16
2022,28,46,76,157,67,H,0,29,58,10,23,8,14,9,25,18,15,10,4,17,22,52,6,19,17,21,7,23,9,18,8,3,18
2022,32,53,72,157,62,A,0,26,53,5,16,15,18,13,30,9,11,2,1,20,21,51,3,18,17,24,4,15,12,3,5,1,19
2022,33,157,73,46,72,H,0,25,57,12,29,11,18,10,27,12,14,5,0,13,27,59,9,25,9,18,11,26,15,13,10,0,19
2022,34,157,73,53,67,A,0,24,53,7,20,18,28,11,27,10,9,6,8,16,22,60,7,26,16,19,13,23,10,10,4,2,20
2022,2,46,69,42,59,H,0,28,64,6,24,7,10,10,24,11,9,9,8,15,20,61,4,23,15,16,17,27,11,16,4,4,14
2022,3,46,95,1274,89,A,0,30,60,11,27,24,27,16,27,18,16,3,1,27,26,57,6,26,31,39,9,14,11,9,11,1,24
2022,5,46,75,151,59,A,0,26,53,10,20,13,14,9,23,13,13,4,1,16,20,46,10,29,9,13,5,18,12,16,7,1,13
2022,6,160,65,46,62,A,0,24,44,6,17,11,13,5,21,16,19,10,2,10,23,51,11,24,5,8,8,15,15,18,9,4,15
2022,7,1120,85,46,68,H,0,29,64,10,32,17,22,12,28,16,15,10,8,21,21,59,4,24,22,29,12,26,9,18,11,4,18
2022,8,46,81,69,45,H,0,28,51,9,21,16,18,6,30,21,18,11,4,11,19,56,4,22,3,10,10,18,7,21,11,0,18
2022,9,46,83,45,68,H,0,32,61,11,28,8,15,15,25,19,17,8,1,12,24,59,6,22,14,17,11,19,13,15,12,3,15
2022,13,46,85,1276,71,H,0,29,56,12,20,15,20,5,27,20,6,6,5,12,25,63,11,27,10,13,13,24,11,9,1,2,15
2022,21,53,84,46,79,H,0,22,55,9,23,31,40,15,20,11,12,9,4,19,26,64,10,26,17,23,20,24,11,16,5,3,26
2022,25,46,71,53,66,H,0,25,61,11,29,10,12,11,25,12,13,9,2,12,23,56,11,26,9,12,10,23,12,13,6,2,13
2022,3,53,64,59,58,H,0,22,59,8,26,12,16,11,28,13,12,6,5,12,24,54,3,16,7,12,5,29,9,14,3,6,15
2022,4,53,65,189,51,H,0,19,45,9,21,18,23,6,21,14,16,7,4,14,18,47,3,16,12,14,8,23,9,20,10,3,19
2022,5,1112,82,53,78,N,1,24,59,5,27,29,42,11,36,16,22,2,10,21,27,80,12,39,12,24,20,23,11,15,11,3,31
2022,6,53,74,125,73,N,0,25,58,12,30,12,15,10,18,12,16,7,3,16,25,51,9,19,14,14,5,20,14,18,10,1,17
2022,7,53,61,71,55,A,0,23,49,6,17,9,20,9,32,8,18,6,6,14,23,66,2,18,7,13,14,21,9,12,8,3,15
2022,8,53,60,146,51,A,0,24,57,6,17,6,11,11,22,12,15,10,2,15,18,48,6,21,9,19,11,26,9,21,7,3,14
2022,9,101,65,53,59,A,0,21,62,6,25,17,25,11,32,11,7,7,2,17,19,54,5,23,16,20,6,33,8,14,4,5,21
2022,10,53,71,1313,58,H,0,25,55,7,22,14,16,7,27,18,8,5,4,14,20,54,8,21,10,12,8,25,12,14,4,2,13
2022,11,53,82,168,63,H,0,31,67,6,24,14,18,19,24,20,12,8,7,15,23,57,6,19,11,15,11,19,9,17,5,5,14
2022,12,190,62,53,52,A,0,19,50,8,20,16,18,5,26,13,10,10,4,14,19,52,6,21,8,11,9,26,9,15,6,7,14
2022,13,53,102,191,66,H,0,31,65,12,30,28,37,15,32,20,9,12,9,17,24,62,5,18,13,18,7,23,10,16,4,2,23
2022,6,1172,93,1174,71,H,0,32,54,14,23,15,20,5,24,20,10,5,3,23,23,57,6,22,19,24,13,18,9,14,6,1,18
2022,7,1362,65,1172,60,H,0,22,48,8,24,13,19,6,25,11,18,13,3,20,21,50,5,14,13,21,7,25,5,17,11,2,19
2022,8,1308,75,1172,64,H,0,25,51,11,25,14,21,11,27,15,14,5,6,15,23,60,9,26,9,13,10,18,11,7,4,1,17
2022,9,1172,72,182,60,N,0,27,54,8,18,10,11,7,22,19,9,7,0,12,23,52,8,27,6,10,9,21,11,13,6,2,16
2022,11,1172,88,42,70,H,0,35,63,8,21,10,14,7,29,21,7,5,2,10,27,56,7,18,9,14,3,23,15,10,3,2,16
2022,12,1172,75,192,58,A,0,23,49,11,21,18,19,6,27,14,12,8,3,11,22,57,9,27,5,5,8,21,13,13,6,3,14
2022,13,1172,70,193,46,H,0,28,61,7,23,7,15,13,36,12,15,8,3,21,12,46,6,26,16,26,3,26,6,14,5,1,18
2022,14,1172,79,194,69,A,0,29,59,13,30,8,8,6,23,17,8,5,3,14,23,50,10,24,13,16,2,22,13,11,3,2,10
2022,15,1172,74,31,54,H,0,27,49,8,22,12,15,4,20,17,10,7,2,16,19,48,8,28,8,10,10,19,10,20,3,0,18
2022,16,1172,79,1104,78,A,0,31,58,12,24,5,5,4,23,22,11,6,3,13,30,67,12,36,6,8,16,23,17,11,5,4,12
2022,17,1172,106,3,64,H,0,43,75,14,33,6,8,11,42,24,12,6,2,11,24,69,7,25,9,12,5,23,7,12,7,2,10
2022,20,1172,88,116,73,A,0,33,65,11,24,11,13,5,33,16,6,2,3,13,27,65,11,28,8,11,7,27,14,8,3,1,15
2022,21,1172,72,35,68,H,0,24,49,6,24,18,23,7,20,14,10,4,5,17,26,50,4,10,12,17,7,20,13,12,5,2,21
2022,22,1172,77,141,67,H,0,30,62,11,26,6,12,6,32,15,3,5,5,7,24,62,14,33,5,5,6,31,14,8,1,5,17
2022,23,1172,87,1350,84,A,0,30,56,13,27,14,16,12,27,18,16,3,1,12,28,61,12,32,16,20,8,14,11,5,9,2,16
2022,24,1172,63,60,61,A,0,22,44,8,16,11,14,6,26,12,17,2,1,10,24,53,6,15,7,9,3,17,18,7,10,4,16
2022,25,1172,69,195,66,A,0,21,49,3,13,24,29,10,28,9,10,1,3,16,21,55,10,31,14,15,7,21,10,9,4,4,27
2022,26,60,70,1172,68,A,0,27,53,7,14,9,18,4,20,11,7,8,2,26,19,44,3,14,27,33,8,27,7,15,4,3,18
2022,27,1172,77,99,69,H,0,24,52,7,19,22,28,9,29,12,10,4,1,17,25,63,7,32,12,15,10,22,14,8,6,1,26
2022,28,1172,81,196,76,A,0,24,51,12,28,21,29,9,21,18,12,4,1,20,26,56,5,17,19,25,11,21,13,12,6,2,19
2022,29,1172,78,147,73,A,0,27,48,8,22,16,23,5,24,14,10,4,2,14,25,52,13,30,10,12,3,18,12,9,7,1,21
2022,30,1172,73,116,67,H,1,27,63,2,23,17,21,11,27,9,6,5,6,10,24,63,9,33,10,13,14,27,14,12,2,2,18
2022,31,35,72,1172,65,H,0,23,53,7,13,19,23,13,33,13,13,3,5,14,24,63,7,28,10,12,8,20,7,4,6,4,18
2022,32,1172,72,136,61,H,0,25,54,8,25,14,18,4,28,17,9,3,2,12,24,58,5,20,8,12,6,27,7,9,6,2,17
2022,33,1172,79,18,58,H,0,24,51,14,24,17,25,8,31,15,11,4,5,15,21,61,8,21,8,11,10,24,12,10,3,1,21
2022,34,1172,74,136,50,A,0,29,55,11,23,5,9,9,25,20,10,8,4,8,20,50,6,19,4,7,6,21,14,13,5,4,11
2022,35,1172,66,195,45,H,0,22,58,5,27,17,27,12,34,9,13,7,1,18,12,49,4,30,17,22,7,30,4,21,5,0,26
2022,36,1172,73,137,62,H,0,28,55,6,18,11,20,9,27,12,9,2,3,10,21,55,11,27,9,12,6,22,11,9,5,0,17
2022,37,82,82,1172,76,H,0,28,51,10,19,16,21,4,27,16,4,2,2,19,26,53,11,23,13,18,4,22,14,5,1,3,20
2022,38,1172,74,195,56,N,0,26,54,6,16,16,21,6,31,16,8,1,3,19,19,57,4,28,14,20,11,26,7,12,3,3,21
2022,39,1172,84,18,69,H,0,29,57,10,23,16,18,5,32,16,8,3,2,12,25,59,9,23,10,14,5,24,15,9,5,5,21
2022,40,1350,64,1172,62,N,0,22,51,5,16,15,18,4,29,8,11,5,0,17,19,51,9,27,15,17,4,26,12,9,4,2,16
2022,8,82,64,197,54,H,0,24,51,2,14,14,23,12,29,11,9,3,1,9,21,57,10,28,2,2,6,21,15,10,5,2,22
2022,11,93,87,82,81,A,0,25,52,10,21,27,37,11,21,19,15,2,1,19,29,60,3,21,20,26,14,21,14,15,10,3,27
2022,12,82,76,1274,60,N,0,27,46,11,19,11,16,2,27,14,16,7,4,9,23,60,4,20,10,12,6,18,8,9,9,0,14
2022,13,82,74,1242,73,A,0,29,55,5,17,11,19,12,20,12,20,3,3,15,30,60,4,19,9,20,11,13,11,7,13,2,17
2022,14,82,63,62,61,N,0,26,51,7,18,4,8,7,21,17,13,4,7,10,25,55,6,22,5,8,5,20,12,10,6,2,10
2022,15,82,93,87,54,H,0,30,63,10,21,23,27,15,28,16,8,10,2,19,19,54,5,17,11,15,10,20,13,17,1,5,19
2022,16,82,79,198,41,H,0,31,56,8,24,9,10,10,33,18,17,5,5,16,16,55,3,16,6,12,9,16,7,13,9,3,13
2022,18,82,62,1439,57,H,0,21,50,7,18,13,21,10,28,15,15,9,0,18,21,55,6,22,9,14,9,23,11,13,5,2,17
2022,19,172,76,82,68,H,0,28,50,4,19,16,21,6,21,13,16,11,2,21,26,52,4,18,12,18,8,19,17,19,8,3,21
2022,20,82,69,183,60,H,0,23,45,5,17,18,26,12,31,12,21,5,6,13,22,59,10,25,6,11,9,16,18,12,13,1,22
2022,23,60,53,82,52,A,0,22,59,7,21,2,2,12,22,14,12,5,5,20,15,39,3,15,19,27,7,24,10,15,5,5,10
2022,24,82,83,147,58,A,0,37,63,8,16,1,3,12,29,22,18,11,5,14,22,61,9,30,5,9,12,16,14,17,9,5,13
2022,25,82,68,18,63,H,0,22,50,7,16,17,26,12,22,10,12,8,5,13,22,52,9,16,10,12,9,19,14,15,1,5,20
2022,26,82,72,136,52,A,0,31,58,8,18,2,3,9,26,19,10,5,3,6,21,52,5,19,5,5,5,19,8,12,6,5,8
2022,27,82,68,196,50,H,0,28,52,10,18,2,6,6,26,20,9,3,7,11,19,54,4,23,8,11,9,21,10,8,2,6,11
2022,28,137,50,82,49,H,0,17,47,10,25,6,11,5,32,12,12,1,5,14,18,58,5,23,8,9,8,29,7,9,8,2,17
2022,29,82,68,195,61,H,0,23,50,6,17,16,20,10,34,14,18,6,4,8,21,59,12,31,7,7,4,20,14,10,13,5,17
2022,30,82,53,35,51,H,0,17,55,6,22,13,18,11,26,13,12,5,7,11,22,52,2,9,5,7,6,29,11,16,7,7,17
2022,31,82,82,60,52,A,0,33,63,7,15,9,14,18,22,18,12,9,2,16,18,44,2,11,14,16,6,16,10,17,6,6,14
2022,32,18,72,82,61,H,0,23,47,8,18,18,21,7,27,13,11,4,5,20,22,53,5,13,12,23,10,18,9,8,7,5,18
2022,33,82,75,136,54,H,0,33,55,7,13,2,6,9,21,17,7,6,2,11,21,52,6,16,6,8,11,15,10,11,5,5,8
2022,34,82,80,147,54,H,0,33,53,10,16,4,8,6,30,22,16,5,3,13,21,55,6,24,6,13,7,17,11,13,5,4,11
2022,35,82,63,35,57,A,0,19,57,11,24,14,20,10,28,15,9,7,4,14,21,55,4,12,11,14,7,31,14,11,4,5,14
2022,36,82,74,116,62,A,0,26,48,5,11,17,25,5,28,12,11,3,5,17,21,53,8,22,12,17,6,20,11,10,10,1,23
2022,37,82,82,141,61,H,0,32,56,10,17,8,13,12,24,17,9,7,1,13,22,55,9,28,8,10,10,14,12,9,4,4,15
2022,38,99,62,82,60,H,0,23,56,6,23,10,14,11,27,11,10,3,6,17,23,55,5,19,9,14,7,22,14,7,4,4,10
2022,39,82,55,1350,53,A,0,21,56,7,21,6,9,10,29,11,15,6,3,13,20,56,4,16,9,12,6,23,8,10,8,6,12
2022,41,82,75,141,72,N,0,26,50,4,16,19,28,8,24,14,9,2,3,17,27,60,5,20,13,18,11,22,9,6,5,1,21
2022,42,1350,68,82,64,N,0,25,59,4,16,14,18,8,24,13,5,7,2,13,25,54,5,20,9,13,7,28,13,12,3,6,14
2022,2,136,73,199,61,H,0,24,61,12,30,13,13,11,23,15,7,6,4,13,26,57,2,16,7,9,9,26,9,13,4,3,12
2022,3,140,73,136,63,A,0,29,50,10,21,5,8,6,30,17,17,3,0,16,25,66,3,24,10,17,16,16,7,9,9,3,14
2022,4,200,63,136,59,A,0,19,44,6,16,19,28,2,26,10,17,9,7,17,21,59,6,22,11,18,17,26,9,20,9,3,25
2022,5,194,71,136,55,N,0,27,45,7,16,10,15,3,27,16,19,6,0,15,19,61,4,21,13,19,17,18,6,13,8,2,13
2022,6,128,84,136,76,N,1,31,76,4,19,18,23,22,26,12,11,6,6,15,28,67,11,24,9,14,16,26,12,15,3,7,21
2022,7,136,78,129,70,N,0,28,58,6,14,16,20,13,25,7,16,6,6,12,26,64,8,19,10,14,14,20,12,14,8,5,18
2022,8,136,88,139,79,H,0,29,50,4,10,26,33,3,23,12,9,8,2,7,33,60,9,18,4,7,6,20,17,14,5,1,23
2022,9,201,78,136,70,A,0,28,69,9,17,13,18,16,33,12,9,3,1,21,23,62,9,26,15,24,11,28,12,8,5,4,15
2022,10,33,72,136,71,H,0,30,69,6,26,6,9,12,29,13,9,2,7,8,29,65,8,22,5,7,8,30,13,10,5,4,10
2022,11,202,87,136,67,H,0,35,66,10,21,7,12,15,28,17,12,6,4,13,28,69,6,19,5,10,16,19,12,10,6,4,15
2022,13,136,76,203,54,H,0,29,61,9,19,9,10,17,23,10,13,5,2,13,23,55,4,16,4,6,10,16,11,13,7,4,15
2022,18,136,78,141,74,A,0,31,67,7,25,9,10,9,24,13,9,9,3,18,24,57,7,20,19,20,9,28,14,17,3,4,15
2022,19,195,72,136,71,H,0,29,70,6,16,8,12,15,26,20,10,12,10,13,29,66,9,19,4,7,13,27,10,15,5,8,11
2022,21,196,64,136,56,A,0,28,62,3,12,5,8,18,23,11,9,5,8,12,22,62,5,22,7,10,19,18,11,11,3,4,14
2022,22,116,72,136,61,H,0,27,59,12,26,6,9,11,26,14,11,1,3,10,24,59,8,14,5,8,10,22,4,11,6,4,10
2022,23,18,77,136,53,A,0,32,72,8,24,5,7,15,28,18,12,10,4,18,19,54,5,17,10,16,10,27,7,20,7,9,11
2022,24,1350,74,136,57,A,0,26,52,13,24,9,14,9,25,19,12,8,4,10,24,61,4,21,5,7,13,19,12,10,6,3,13
2022,25,60,71,136,62,H,0,27,56,5,12,12,17,7,31,14,17,9,9,19,23,62,5,16,11,17,13,25,8,19,6,2,16
2022,27,195,65,136,54,A,0,25,61,7,17,8,9,16,32,16,16,5,3,16,19,53,4,17,12,16,5,20,7,9,8,8,14
2022,29,147,73,136,52,A,0,29,59,8,22,7,9,6,36,15,15,5,5,14,21,76,1,21,9,11,21,25,7,10,6,4,9
2022,30,196,81,136,55,H,0,31,59,6,17,13,15,11,31,17,12,7,3,15,20,57,5,21,10,14,8,17,10,10,4,4,14
2022,32,35,70,136,54,H,0,27,57,4,16,12,22,10,27,12,11,12,4,15,18,55,6,23,12,13,11,25,11,16,6,3,21
2022,33,147,98,136,93,H,3,34,71,8,16,22,26,8,48,17,19,5,3,18,37,91,7,32,12,19,11,30,11,8,15,10,20
2022,34,99,85,136,76,A,0,35,58,12,21,3,8,10,22,21,13,7,2,14,29,57,8,17,10,12,7,16,12,10,7,4,12
2022,35,35,79,136,77,H,0,29,59,10,20,11,18,13,26,15,19,7,8,14,31,65,6,21,9,14,8,22,12,8,12,3,20
2022,2,195,77,102,67,H,0,26,60,12,32,13,19,11,25,11,10,6,3,16,27,56,8,21,5,10,8,26,13,16,2,1,19
2022,3,68,66,195,60,H,0,23,59,2,11,18,29,15,22,15,19,14,4,19,22,52,3,15,13,16,10,30,10,26,9,4,26
2022,4,195,84,204,78,H,0,29,55,10,29,16,27,9,33,23,11,4,4,19,30,69,11,37,7,15,13,23,10,7,4,0,24
2022,5,70,75,195,73,A,2,25,61,7,17,18,24,9,31,15,18,10,2,26,22,62,6,25,23,31,13,29,11,17,11,5,24
2022,6,195,63,1103,43,N,0,21,51,6,17,15,21,8,29,7,8,4,3,20,16,51,1,18,10,19,6,25,4,8,3,2,21
2022,7,1174,81,195,71,N,0,24,40,5,13,28,36,2,28,9,17,2,3,18,24,67,9,32,14,18,14,19,11,9,9,0,24
2022,8,195,84,164,74,N,0,29,60,10,27,16,21,7,26,10,9,7,5,16,25,59,12,24,12,13,6,25,10,15,3,2,20
2022,9,195,89,127,83,A,2,28,60,7,26,26,33,5,33,10,16,9,7,13,33,78,7,25,10,12,12,28,10,14,7,1,25
2022,10,195,68,124,46,H,0,26,66,4,15,12,22,16,38,12,11,9,5,15,17,63,4,17,8,17,14,29,7,14,9,3,22
2022,11,132,83,195,69,H,0,34,61,5,15,10,16,7,30,21,15,12,8,17,22,59,10,32,15,16,7,22,12,18,7,1,14
2022,12,195,73,205,57,H,0,27,63,8,27,11,16,11,26,14,6,10,3,11,22,52,6,24,7,12,7,28,16,16,1,4,15
2022,13,1274,72,195,66,N,0,26,59,5,16,15,19,10,31,8,11,4,0,15,23,60,8,38,12,14,6,26,11,11,4,7,17
2022,15,195,69,99,61,A,0,24,57,10,25,11,15,6,26,16,11,7,0,15,24,60,4,20,9,16,13,29,11,14,6,7,17
2022,20,18,63,195,45,H,0,24,53,5,10,10,13,13,35,15,20,5,0,18,16,56,5,20,8,16,8,18,8,10,9,0,19
2022,21,1350,83,195,70,A,0,29,58,8,23,17,23,8,21,13,11,9,3,12,26,53,12,29,6,9,8,25,17,22,5,3,20
2022,24,147,64,195,55,H,0,24,57,8,22,8,12,12,28,14,18,8,3,11,20,56,8,23,7,8,8,24,6,14,10,5,14
2022,25,195,61,35,55,H,0,22,55,8,26,9,14,11,29,18,17,7,8,20,20,54,7,17,8,20,13,25,15,14,10,5,17
2022,26,116,72,195,69,H,0,25,51,8,25,14,23,4,24,13,10,1,3,16,27,65,3,21,12,17,14,27,7,10,7,3,21
2022,27,196,76,195,51,H,0,30,73,7,14,9,11,19,33,15,11,7,5,11,19,60,7,32,6,15,13,25,9,14,5,2,11
2022,29,60,66,195,61,A,0,26,52,4,8,10,14,6,28,16,17,8,3,21,18,55,4,24,21,27,13,22,9,17,9,5,19
2022,30,195,50,137,47,H,0,20,50,8,24,2,9,8,27,11,14,8,4,14,18,51,7,28,4,5,7,28,12,16,6,4,16
2022,31,195,60,99,54,H,0,22,59,6,23,10,11,11,27,12,11,7,2,16,19,50,5,23,11,15,6,26,7,13,6,3,12
2022,33,195,85,141,73,H,0,31,63,11,19,12,16,13,23,15,13,10,2,12,29,67,6,29,9,9,15,22,11,14,4,3,17
2022,34,141,81,195,73,H,0,27,57,7,21,20,28,12,26,14,16,6,0,22,23,63,8,27,19,21,16,21,15,15,6,4,22
2022,35,195,70,147,66,H,0,25,56,6,19,14,20,8,33,15,12,6,7,16,24,57,10,19,8,19,6,28,14,9,4,3,19
2022,36,195,54,137,49,H,0,18,56,5,19,13,19,13,34,8,11,7,2,13,19,55,6,27,5,9,5,28,11,11,6,4,16
2022,3,137,87,182,66,H,0,31,55,12,26,13,19,3,30,13,14,9,7,14,24,62,11,27,7,9,5,21,14,14,4,3,18
2022,4,137,90,206,53,H,0,30,58,15,33,15,20,11,33,18,16,9,6,10,21,61,7,24,4,5,7,20,8,17,9,2,19
2022,5,137,71,149,66,A,0,26,58,12,24,7,8,11,25,13,12,6,4,16,25,55,9,28,7,13,8,22,16,10,6,4,13
2022,6,28,67,137,64,H,0,22,55,9,24,14,18,11,28,13,20,13,1,19,22,58,12,33,8,13,12,25,14,21,7,2,19
2022,7,207,77,137,74,N,0,25,52,6,20,21,28,8,20,15,11,10,4,18,22,54,9,23,21,26,13,23,11,14,3,1,23
2022,8,208,88,137,69,N,0,30,57,10,28,18,19,3,23,17,11,7,1,22,21,56,8,35,19,26,10,24,12,14,7,1,20
2022,9,1355,80,137,76,H,0,28,51,10,20,14,23,3,24,15,8,1,3,16,30,60,8,24,8,8,6,23,16,8,3,2,21
2022,10,161,60,137,50,A,0,19,50,4,10,18,22,7,29,4,12,8,6,20,17,52,6,28,10,19,11,25,7,13,2,2,16
2022,11,137,71,209,65,H,0,26,55,7,20,12,21,10,20,14,8,8,2,13,22,50,8,18,13,17,8,24,8,15,5,1,20
2022,12,137,80,49,67,A,0,28,54,11,26,13,18,1,30,23,9,4,7,17,20,59,9,29,18,23,11,27,13,12,4,1,18
2022,13,137,67,139,44,H,0,25,55,10,28,7,9,8,21,17,7,7,5,14,16,42,3,16,9,12,7,23,4,17,2,3,12
2022,16,1242,76,137,67,H,0,28,63,9,28,11,16,10,22,18,9,8,3,15,21,48,11,27,14,20,4,27,11,14,3,2,14
2022,21,147,77,137,76,H,0,31,63,6,24,9,9,6,18,13,6,9,4,15,30,57,4,16,12,19,11,24,16,13,3,5,11
2022,23,137,77,116,71,H,0,33,61,5,22,6,8,5,18,12,4,5,1,9,28,50,13,26,2,4,5,25,17,17,2,2,15
2022,24,137,75,196,66,H,0,26,50,15,32,8,11,8,24,19,14,6,5,16,20,51,8,23,18,24,11,18,9,12,7,0,15
2022,25,137,72,141,62,A,0,26,51,10,23,10,20,6,31,20,9,3,1,16,19,60,9,28,15,19,13,24,15,7,7,2,16
2022,26,18,92,137,90,A,2,31,77,11,30,19,22,12,28,18,12,12,4,30,31,68,9,21,19,28,13,35,11,17,4,5,19
2022,27,99,83,137,78,H,0,28,53,14,29,13,23,5,28,16,7,3,9,14,28,62,15,25,7,12,8,25,20,8,4,1,17
2022,28,1350,62,137,59,H,0,22,56,11,33,7,10,4,20,12,7,11,4,14,20,50,5,16,14,16,10,31,8,16,2,2,14
2022,29,137,87,1350,84,H,1,30,71,14,34,13,15,12,26,16,8,6,4,18,30,63,12,26,12,17,9,29,16,14,4,3,17
2022,30,60,85,137,70,A,0,30,54,9,20,16,18,7,23,19,12,7,1,21,22,51,9,27,17,23,6,19,15,17,6,1,15
2022,31,137,75,116,70,A,1,26,59,9,28,14,22,4,29,18,7,5,1,17,24,58,10,35,12,21,6,32,15,13,5,2,20
2022,33,60,72,137,66,H,0,24,52,4,15,20,27,10,25,8,13,13,2,19,26,56,8,28,6,12,9,22,15,18,8,1,24
2022,34,137,69,147,62,H,0,21,56,5,25,22,28,16,32,9,13,2,5,13,19,57,8,25,16,20,8,22,7,9,8,3,22
2022,36,141,83,137,80,A,1,28,68,7,21,20,24,17,28,9,9,6,5,20,26,61,10,27,18,26,11,24,15,11,5,4,20
2022,2,147,75,126,72,H,0,24,62,9,24,18,26,13,28,14,15,8,9,24,23,61,1,9,25,33,15,29,8,15,7,2,20
2022,3,149,71,147,64,H,0,24,64,3,20,20,29,17,31,11,13,9,6,10,27,66,4,17,6,8,10,28,9,13,6,6,22
2022,4,210,75,147,55,H,0,23,50,11,25,18,26,8,34,18,20,6,0,18,21,58,3,19,10,13,3,23,7,14,8,4,22
2022,5,1168,74,147,59,H,0,26,60,4,11,18,20,15,25,6,11,5,2,12,22,59,7,25,8,12,11,17,11,14,6,4,21
2022,7,147,74,1460,63,H,0,29,61,6,20,10,19,12,27,12,10,9,5,17,23,65,3,23,14,18,16,25,11,13,6,6,16
2022,8,211,77,147,69,H,0,28,54,10,23,11,14,8,20,17,11,6,3,14,26,50,6,20,11,14,6,18,11,13,4,2,15
2022,9,25,72,147,54,A,0,26,61,8,22,12,15,10,29,12,11,6,4,9,22,58,5,21,5,7,6,26,10,14,5,1,19
2022,10,117,56,147,54,A,0,20,53,3,11,13,17,12,28,5,13,3,1,10,23,59,4,19,4,6,7,23,9,8,7,7,17
2022,11,192,86,147,79,H,0,30,59,7,20,19,21,13,25,18,17,6,4,11,31,66,10,26,7,10,11,18,15,15,10,9,19
